source_file,age,utterance,responder,response,start_time_minutes,response_time,overreg_past,overreg_plural
/content/drive/My Drive/childes/Eng-NA/Braunwald/020624.xml,937.5,put her arm put her tube in,MOT,put a tube in her ears,2.82205,766.0000000000196,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/020710.xml,954,can I clap my hands this now,FAT,see whose who can do it the quietest,20.791716666666666,-1580.9999999999036,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/020811.xml,985.5,did noone got a paper Mom,MOT,www,11.164916666666667,1219.000000000051,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/020811.xml,985.5,do you know who got paper,MOT,no,11.289716666666667,1308.999999999969,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/020811.xml,985.5,you dropped them milk,SIS,xxx,13.193999999999999,-2078.000000000088,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/020819.xml,993.5,then his cars might be in the garage,MOT,maybe it is,3.4902666666666664,0,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030125a.xml,1151.25,do you let Jwww lost Bun_Bun,SIS,nah I didn't lose it,11.9374,34.99999999996817,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030125b.xml,1151.25,and that one gone,FAT,isn't that sad,1.3039833333333335,81.00000000000307,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030311.xml,1198.25,just this month did a little bit bigger,MOT,to be how big,6.0290333333333335,127.9999999999859,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030316a.xml,1203.25,and my baby's name was Elizabeth and Jwww's baby's name Rory,SIS,Laura,0.47265,-1219.0000000000011,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030324.xml,1211.25,your voice has gone loud,MOT,is it,8.73735,35.000000000081855,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528a.xml,1276.25,my toast is burned,MOT,uhuh,3.2193166666666664,-11.000000000024102,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528b.xml,1276.25,but where they went,SIS,let me choose who's gonna to be in our family,5.567166666666666,69.99999999999318,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528b.xml,1276.25,I think we call this messy did I Mom,SIS,uhuh,8.45625,-324.99999999998863,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528b.xml,1276.25,that what I wanted to tell you I forgot,FAT,yeah,25.5211,-138.99999999989632,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528d.xml,1276.25,because I'm gonna show you how I made I how I maded my my treasure box right right Jwww,SIS,here,36.416000000000004,-1452.0000000002256,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528d.xml,1276.25,are you getting how you get pink,SIS,this is sort of maroon with pink,44.29201666666667,315.00000000005457,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528d.xml,1276.25,are yours fingers getting dirty Jwww,SIS,xxx,44.787016666666666,-1893.000000000029,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030702d.xml,1311.25,where did you left your socks,MOT,I left my socks in the bathroom,6.6193,186.00000000003547,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/030702d.xml,1311.25,what did you eat lunch,MOT,pardon me,6.84065,1204.0000000000077,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040307a.xml,1559.5,Tamsin and I was on tv,MOT,you were,0.34436666666666665,243.99999999999977,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040307a.xml,1559.5,I just I did a little snivels,MOT,no,10.225133333333334,266.99999999993906,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040311c.xml,1563.5,I don't know how many years you've got married,SIS,about five years ago,1.9014,-18.999999999991246,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040311c.xml,1563.5,I've got xxx,FRI,I wanna xxx same time as them,22.489283333333333,389.99999999987267,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040311c.xml,1563.5,I think we better share houses,SIS,houses,25.847766666666665,-753.9999999999054,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040711a.xml,1685.5,I meaned it from a book about school yesterday,MOT,and the frogs changed their skin,7.716683333333333,54.00000000003047,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040718d.xml,1692.5,he that you'd be mine I said this you,MOT,he told me ooh,2.8152666666666666,-81.00000000001728,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040718d.xml,1692.5,he told ooh,MOT,eee,2.9526666666666666,127.9999999999859,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/040718d.xml,1692.5,I got it and it was all breaked,MOT,it was all broken,4.017133333333333,313.99999999999295,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/041000.xml,1766,where have they took my xxx,GRA,www bring me some coffee,20.514883333333334,-771.0000000001855,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/051013.xml,2144.25,the tooth fairy would have came anyhow,FRI,did you did did you have a good tooth over,2.99205,1138.0000000000052,,
/content/drive/My Drive/childes/Eng-NA/Braunwald/070014.xml,2570.75,these two are pushed,MOT,yeah,12.292766666666667,-289.9999999999636,,
