utterance,response,response_time,speaker,responder,utterance_time,error,age,past_tense,plural,overlap,source_file
 would you like it without the carry on piece or not, no no no no,0.0,MOM,CHI,4.541,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 no no no no, okay,0.0,CHI,MOM,1.2360000000000007,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 okay, I want it,0.0,MOM,CHI,1.1140000000000008,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 I want it, I'm going to pass the gum,0.0,CHI,DAD,1.485999999999997,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 I'm going to pass the gum, back,0.0,DAD,DAD,2.767000000000003,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 back, is this going in back,0.0,DAD,CHI,0.6600000000000001,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 is this going in back, this going in back xxx,0.0,CHI,CHI,3.0549999999999997,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 this going in back xxx, good night you have a good sleep,0.0,CHI,MOM,3.4269999999999996,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 good night you have a good sleep, shall we shut the door or when we xxx,0.0,MOM,DAD,2.4770000000000003,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 shall we shut the door or when we xxx, xxx,0.0,DAD,MOM,2.1709999999999994,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, yup yeah,0.0,MOM,DAD,1.0679999999999978,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 yup yeah, okay,0.0,DAD,DAD,2.392000000000003,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 okay, you have a good night's sleep,0.0,DAD,DAD,4.515999999999998,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 you have a good night's sleep, have a good sleep,0.0,DAD,DAD,1.9149999999999991,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 have a good sleep, when we wake up Mormor's going to be here and it'll be Thanksgiving,0.0,DAD,DAD,0.8670000000000044,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 when we wake up Mormor's going to be here and it'll be Thanksgiving, we'll have a turkey later,0.0,DAD,DAD,3.5219999999999985,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 we'll have a turkey later, what mommy doing,0.0,DAD,CHI,2.414999999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 what mommy doing, well I got a little brown that's the healing,0.0,CHI,MOM,1.6499999999999986,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 well I got a little brown that's the healing, that can happen,0.0,MOM,MOM,2.317999999999998,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 that can happen, xxx,0.0,MOM,CHI,0.8940000000000055,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, okay,0.0,CHI,DAD,3.7609999999999957,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 okay, xxx,0.0,DAD,CHI,1.0219999999999985,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, xxx,0.0,CHI,CHI,2.6839999999999975,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, and you have a good sleep hon and I'll see you in a little while,0.6000000000000085,CHI,DAD,3.0,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 and you have a good sleep hon and I'll see you in a little while, I love you,0.0,DAD,DAD,2.631999999999991,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 I love you, Daddy,0.0,DAD,CHI,1.487000000000009,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 Daddy, night night,0.0,CHI,DAD,0.570999999999998,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 night night,,0.0,DAD,CHI,0.6260000000000048,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
, ah I need one here,0.0,CHI,CHI,6.332999999999998,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 ah I need one here, ah,0.0,CHI,CHI,3.6979999999999933,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 ah, lala,0.0,CHI,CHI,3.3440000000000083,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 lala, lala,0.0,CHI,CHI,7.141999999999996,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 lala, lala,0.0,CHI,CHI,5.284999999999997,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 lala, lala,0.0,CHI,CHI,5.5730000000000075,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 lala, lala,0.0,CHI,CHI,4.457999999999998,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 lala,,0.0,CHI,CHI,4.337000000000003,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
,,0.0,CHI,CHI,8.005999999999986,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
, lala,0.0,CHI,CHI,7.885000000000019,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 lala,,0.0,CHI,CHI,11.516999999999996,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
,,0.0,CHI,CHI,2.062999999999988,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
,,0.0,CHI,CHI,4.5660000000000025,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
,,0.0,CHI,CHI,5.015999999999991,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
,,0.0,CHI,CHI,4.667000000000002,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
,,0.0,CHI,CHI,9.021000000000015,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
, xxx a cookie,0.0,CHI,CHI,10.519000000000005,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx a cookie, xxx,0.0,CHI,CHI,9.22999999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, xxx huh,-0.012000000000000455,CHI,CHI,2.0200000000000102,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx huh, there's my xxx Emmy took uh,0.0,CHI,CHI,6.071999999999974,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 there's my xxx Emmy took uh, xxx what my say what my say,0.0,CHI,CHI,8.37100000000001,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx what my say what my say, xxx,0.0,CHI,CHI,8.301000000000016,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, uh,0.0,CHI,CHI,5.328999999999979,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 uh, run run run,0.0,CHI,CHI,9.857,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 run run run, huh huh,0.0,CHI,CHI,4.621000000000009,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 huh huh, huh run run run,0.0,CHI,CHI,7.0120000000000005,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 huh run run run, xxx everybody in the bag,0.0,CHI,CHI,15.10499999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx everybody in the bag, bye bye bye bye,0.0,CHI,CHI,12.73599999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 bye bye bye bye, run run run run,0.0,CHI,CHI,5.979000000000042,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 run run run run,,0.0,CHI,CHI,7.046999999999969,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
, xxx play with me woof woof,0.0,CHI,CHI,25.508000000000038,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx play with me woof woof, then I get uh out,0.0,CHI,CHI,11.447999999999979,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 then I get uh out, and I float to xxx here,0.0,CHI,CHI,3.1689999999999827,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 and I float to xxx here, oh baby xxx there baby xxx,0.0,CHI,CHI,3.1929999999999836,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 oh baby xxx there baby xxx,,0.0,CHI,CHI,8.615000000000009,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
, it it shouldn't,0.0,CHI,CHI,20.37299999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 it it shouldn't,,0.0,CHI,CHI,2.9260000000000446,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
, okay,0.0,CHI,CHI,96.42099999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 okay, Emmy you sit there,0.0,CHI,CHI,5.665999999999997,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 Emmy you sit there, what you do,0.0,CHI,CHI,7.63900000000001,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 what you do, Emmy Emmy put that one xxx from xxx,0.0,CHI,CHI,1.9969999999999573,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 Emmy Emmy put that one xxx from xxx, I put my beans in s seriay,0.0,CHI,CHI,6.501000000000033,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 I put my beans in s seriay, Emmy woke up,0.0,CHI,CHI,5.421999999999969,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 Emmy woke up, from the w wi seay,0.0,CHI,CHI,3.576000000000022,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 from the w wi seay, towl this beak this really tie this,0.0,CHI,CHI,3.343999999999994,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 towl this beak this really tie this, xxx Emmy grow up,0.0,CHI,CHI,4.586000000000013,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx Emmy grow up, all that Emmy have,0.0,CHI,CHI,2.0880000000000223,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 all that Emmy have, going to nap like this,0.0,CHI,CHI,2.019999999999982,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 going to nap like this, Emmy p had a ball,0.0,CHI,CHI,1.7760000000000105,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 Emmy p had a ball, xxx,0.0,CHI,CHI,3.7589999999999577,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, xxx,0.0,CHI,CHI,3.7480000000000473,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, I need other big ball,0.0,CHI,CHI,3.041999999999973,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 I need other big ball, said he put over xxx,0.0,CHI,CHI,3.25,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 said he put over xxx, this here,0.0,CHI,CHI,3.7269999999999754,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 this here, xxx Emmy xxx,0.0,CHI,CHI,3.9360000000000355,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx Emmy xxx, xxx,0.0,CHI,CHI,3.04200000000003,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, woke up from my xxx nap,0.0,CHI,CHI,5.606999999999971,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 woke up from my xxx nap, xxx,0.0,CHI,CHI,4.423999999999978,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, of the nap xxx nap,0.0,CHI,CHI,5.639999999999986,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 of the nap xxx nap, xxx woke up anytime,0.0,CHI,CHI,5.851999999999975,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx woke up anytime, any old nime any uh,0.0,CHI,CHI,7.883000000000038,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 any old nime any uh, xxx,0.0,CHI,CHI,5.351999999999975,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx,,0.0,CHI,CHI,6.060000000000059,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
, I couldn't,0.0,CHI,CHI,25.19100000000003,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 I couldn't, xxx,0.0,CHI,CHI,3.088999999999942,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, xxx,0.0,CHI,CHI,3.725999999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, xxx,0.0,CHI,CHI,4.400999999999954,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx, brother go go go,0.0,CHI,CHI,6.4080000000000155,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 brother go go go, then and now,0.0,CHI,CHI,3.75,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 then and now, her brother an the aunt,0.0,CHI,CHI,3.7660000000000764,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 her brother an the aunt, did that Emmy did xxx Emmy did,0.0,CHI,CHI,3.842999999999961,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 did that Emmy did xxx Emmy did, xxx kicked uh they kicked kicked it,0.0,CHI,CHI,6.621999999999957,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx kicked uh they kicked kicked it, get all six,0.0,CHI,CHI,6.350999999999999,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 get all six, xxx soon Emmy get,0.0,CHI,CHI,1.6610000000000582,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 xxx soon Emmy get, soon soon that soon Emmy get done,0.0,CHI,CHI,4.991999999999962,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
 soon soon that soon Emmy get done, brush xxx up,0.0,CHI,CHI,4.2029999999999745,False,['P1Y08M20D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010820.xml
