source_file,age,utterance,overreg_past,overreg_plural
/content/drive/My Drive/childes/Eng-NA/Braunwald/020300a.xml,527.75,where where did my squirrel go,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020300a.xml,527.75,where did my mouse go,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020300a.xml,527.75,when did I have chicken,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020313.xml,527.75,Swww did byebye,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020323.xml,527.75,a bird flewed flew at me,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020323.xml,527.75,I have got a Mickey_Mouse shirt,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020323.xml,527.75,I did not cry,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020405.xml,527.75,you frozed froze it,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020406.xml,527.75,Daddy I have got a sore throat,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020526.xml,527.75,that allowed a glass of apple juice,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020616.xml,527.75,I stopped to Swww had a bump,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020621.xml,527.75,ah animals and fishes,FALSE,TRUE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020624.xml,527.75,put her arm put her tube in,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020624.xml,527.75,and I weren't,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020710.xml,527.75,can I clap my hands this now,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020811.xml,527.75,did noone got a paper Mom,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020811.xml,527.75,do you know who got paper,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020811.xml,527.75,you dropped them milk,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/020819.xml,527.75,then his cars might be in the garage,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030125a.xml,527.75,do you let Jwww lost Bun_Bun,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030125b.xml,527.75,and that one is gone,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030311.xml,527.75,just this month did a little bit bigger,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030316a.xml,527.75,and my baby's name was Elizabeth and Jwww's baby's name was Rory,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030324.xml,527.75,your voice has gone loud,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528a.xml,527.75,my toast is burned,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528b.xml,527.75,but where did they went,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528b.xml,527.75,I think we call this messy did I Mom,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528b.xml,527.75,that is what I wanted to tell you I forgot,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528d.xml,527.75,because I'm gonna show you how I made I how I maded made my my treasure box right right Jwww,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528d.xml,527.75,are you getting how did you get pink,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030528d.xml,527.75,are yours fingers getting dirty Jwww,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030702d.xml,527.75,where did you left your socks,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/030702d.xml,527.75,what did you eat for lunch,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040307a.xml,527.75,Tamsin and I was on tv,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040307a.xml,527.75,I just I did a little snivels,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040311c.xml,527.75,I don't know how many years you've got married,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040311c.xml,527.75,I've got xxx,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040311c.xml,527.75,I think we better share houses,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040711a.xml,527.75,I meaned it from a book about school yesterday,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040718d.xml,527.75,he said that you'd be mine if I said this to you,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040718d.xml,527.75,he told me ooh,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/040718d.xml,527.75,I got it and it was all breaked,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/041000.xml,527.75,where have they took my xxx,FALSE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/051013.xml,527.75,the tooth fairy would have came anyhow,TRUE,FALSE
/content/drive/My Drive/childes/Eng-NA/Braunwald/070014.xml,527.75,these two are pushed,FALSE,FALSE
